InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C554399,ST65683,SMALL POPCORN HOLDER,2,12/08/2023 00:00,25.97,10377,United Kingdom
C554939,ST49683,LUNCH BAG PINK POLKADOT,7,01/15/2023 00:00,1.45,10152,Spain
C578991,ST71329,SAVE THE WHALE COTTON BAG,6,11/27/2023 00:00,52.99,10035,United Kingdom
C554512,ST75956,WHITE HANGING HEART T-LIGHT HOLDER,65,08/23/2023 00:00,27.96,10904,United Kingdom
C570775,ST56119,WHITE BUTTERFLY T-LIGHT HOLDER,3,06/28/2023 00:00,36.37,10216,United Kingdom
C558600,ST96303,LUNCH BAG PINK POLKADOT,3,10/16/2023 00:00,15.92,10672,United Kingdom
C540835,ST33642,LUNCH BAG SUKI DESIGN,8,07/21/2023 00:00,33.66,10311,United Kingdom
C569590,ST86116,MASON JAR CANDLE HOLDER,12,12/29/2023 00:00,18.4,10590,Channel Islands
C576831,ST30863,SMALL POPCORN HOLDER,1,10/27/2023 00:00,46.99,10357,United Kingdom
C579963,ST40347,GLASS STAR FROSTED T-LIGHT HOLDER,11,02/19/2023 00:00,26.65,10238,United Kingdom
C543274,ST65057,POPPY'S PLAYHOUSE BEDROOM,7,05/02/2023 00:00,41.78,10791,Germany
C540423,ST19552,SAVE THE WHALE COTTON BAG,1,02/02/2023 00:00,46.7,10945,United Kingdom
C576114,ST68918,PACK OF 72 RETROSPOT CAKE CASES,42,07/11/2023 00:00,18.24,10453,United Kingdom
C578137,ST67345,SKULL SHOULDER BAG,4,03/10/2023 00:00,14.52,10387,United Kingdom
C551143,ST35204,FELTCRAFT PRINCESS CHARLOTTE DOLL,7,05/27/2023 00:00,44.92,10696,Switzerland
C537953,ST28423,PACK OF 72 RETROSPOT CAKE CASES,32,10/26/2023 00:00,11.87,10089,United Kingdom
C559929,ST99438,LARGE POPCORN HOLDER,2,01/03/2023 00:00,19.3,10915,United Kingdom
C570978,ST72093,SET OF 3 CAKE TINS PANTRY DESIGN,4,11/25/2023 00:00,31.74,10748,United Kingdom
C559727,ST67524,SAVE THE WHALE COTTON BAG,37,06/30/2023 00:00,44.26,10513,United Kingdom
C561014,ST49089,RED WOOLLY HOTTIE WHITE HEART,3,11/17/2023 00:00,43.22,10438,United Kingdom
C569048,ST39362,BOX OF 6 ASSORTED COLOUR TEASPOONS,9,03/02/2023 00:00,18.77,10104,United Kingdom
C552839,ST30691,WHITE BUTTERFLY T-LIGHT HOLDER,2,05/29/2023 00:00,48.09,10842,Germany
C541265,ST75542,GLASS HANGING T-LIGHT HOLDER,9,05/28/2023 00:00,51.31,10992,United Kingdom
C576908,ST44478,KNITTED UNION FLAG HOT WATER BOTTLE,2,07/24/2023 00:00,32.41,10320,United Kingdom
C538480,ST17784,PINK CHERRY LIGHTS,4,01/16/2023 00:00,18.97,10669,France
C572218,ST19556,PINK CHERRY LIGHTS,27,04/15/2023 00:00,13.61,10143,Belgium
C576342,ST88400,CREAM CUPID HEARTS COAT HANGER,2,10/16/2023 00:00,52.29,10825,United Kingdom
C541646,ST15471,VINTAGE PAISLEY STATIONERY SET,3,11/10/2023 00:00,15.5,10758,United Kingdom
C568909,ST49769,SET OF 4 PANTRY JELLY MOULDS,6,01/19/2023 00:00,24.22,10107,United Kingdom
C537770,ST59727,KNITTED UNION FLAG HOT WATER BOTTLE,4,04/27/2023 00:00,29.78,10801,Channel Islands
C537550,ST26415,VINTAGE PAISLEY STATIONERY SET,7,12/17/2023 00:00,42.31,10699,Belgium
C564337,ST90694,VINTAGE PAISLEY STATIONERY SET,8,12/26/2023 00:00,7.24,10441,United Kingdom
C559419,ST22057,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,07/08/2023 00:00,13.75,10926,EIRE
C551249,ST11952,LARGE POPCORN HOLDER,9,01/06/2023 00:00,31.61,10603,United Kingdom
C540092,ST15730,RED WOOLLY HOTTIE WHITE HEART,8,05/08/2023 00:00,10.63,10895,United Kingdom
C575844,ST72744,BOX OF VINTAGE JIGSAW BLOCKS,36,06/29/2023 00:00,33.67,10322,United Kingdom
C579395,ST56787,RED WOOLLY HOTTIE WHITE HEART,9,03/04/2023 00:00,12.0,10674,Germany
C565432,ST95674,RECIPE BOX WITH METAL HEART,90,04/23/2023 00:00,16.7,10920,United Kingdom
C553898,ST55434,CHOCOLATE HOT WATER BOTTLE,9,09/27/2023 00:00,6.5,10251,France
C577119,ST78287,SET OF 3 CAKE TINS PANTRY DESIGN,4,07/30/2023 00:00,50.24,10923,France
C572604,ST28607,IVORY KNITTED MUG COZY,12,06/06/2023 00:00,45.06,10237,Germany
C565219,ST14424,LUNCH BAG PINK POLKADOT,22,05/01/2023 00:00,27.87,10037,United Kingdom
C574915,ST89920,WHITE BUTTERFLY T-LIGHT HOLDER,2,05/23/2023 00:00,4.08,10277,United Kingdom
C537600,ST59719,WHITE BUTTERFLY T-LIGHT HOLDER,1,09/11/2023 00:00,13.0,10394,United Kingdom
C564616,ST55587,GLASS HANGING T-LIGHT HOLDER,5,12/04/2023 00:00,2.55,10189,United Kingdom
C576259,ST87458,PINK CHERRY LIGHTS,53,01/14/2023 00:00,44.72,10960,United Kingdom
C558709,ST17486,SAVE THE WHALE COTTON BAG,7,01/15/2023 00:00,43.23,10222,Belgium
C572625,ST80092,WHITE BUTTERFLY T-LIGHT HOLDER,56,02/25/2023 00:00,47.34,10827,United Kingdom
C573891,ST59976,SKULL SHOULDER BAG,5,08/06/2023 00:00,9.65,10475,United Kingdom
C545007,ST21211,WHITE HANGING HEART T-LIGHT HOLDER,11,05/02/2023 00:00,52.34,10479,United Kingdom
C555752,ST57408,PINK CHERRY LIGHTS,1,10/05/2023 00:00,34.18,10256,United Kingdom
C552782,ST52072,AIRLINE BAG VINTAGE JET SET,5,12/04/2023 00:00,31.63,10276,United Kingdom
C548081,ST14850,LUNCH BAG RED RETROSPOT,8,05/16/2023 00:00,1.33,10857,United Kingdom
C567835,ST85965,PACK OF 72 RETROSPOT CAKE CASES,47,07/03/2023 00:00,22.98,10990,Netherlands
C554482,ST43817,SAVE THE WHALE COTTON BAG,2,02/10/2023 00:00,24.7,10962,United Kingdom
C553374,ST90995,SET OF 3 CAKE TINS PANTRY DESIGN,11,05/22/2023 00:00,10.3,10785,Channel Islands
C551613,ST67712,HAND WARMER UNION JACK,3,01/26/2023 00:00,37.91,10672,EIRE
C539114,ST43954,VINTAGE PAISLEY STATIONERY SET,1,06/12/2023 00:00,52.38,10594,United Kingdom
C537421,ST55839,BLUE CHERRY LIGHTS,1,05/12/2023 00:00,33.37,10999,Belgium
C569587,ST52701,LUNCH BAG RED RETROSPOT,2,02/09/2023 00:00,13.68,10112,United Kingdom
C580996,ST28753,LARGE POPCORN HOLDER,7,07/10/2023 00:00,48.28,10585,France
C576143,ST59114,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,7,06/17/2023 00:00,49.44,10026,United Kingdom
C577122,ST29669,WHITE METAL LANTERN,1,05/31/2023 00:00,16.6,10482,Spain
C538038,ST76608,GLASS STAR FROSTED T-LIGHT HOLDER,6,10/30/2023 00:00,28.51,10934,EIRE
C558912,ST29670,IVORY KNITTED MUG COZY,10,10/25/2023 00:00,2.62,10803,France
C541505,ST85292,RED WOOLLY HOTTIE WHITE HEART,48,11/29/2023 00:00,31.47,10391,France
C563764,ST89574,GLASS HANGING T-LIGHT HOLDER,9,10/08/2023 00:00,44.07,10646,United Kingdom
C570735,ST85398,MASON JAR CANDLE HOLDER,5,12/04/2023 00:00,11.41,10484,United Kingdom
C557905,ST51263,BOX OF VINTAGE JIGSAW BLOCKS,6,05/05/2023 00:00,13.35,10301,United Kingdom
C552162,ST56135,LUNCH BAG RED RETROSPOT,7,03/01/2023 00:00,20.45,10767,United Kingdom
C541374,ST64899,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,10,09/16/2023 00:00,13.32,10574,United Kingdom
C544575,ST97281,GLASS HANGING T-LIGHT HOLDER,7,10/19/2023 00:00,37.35,10236,United Kingdom
C553422,ST65184,LOVE BUILDING BLOCK WORD,2,11/07/2023 00:00,5.26,10142,Italy
C574114,ST69515,SET OF 3 CAKE TINS PANTRY DESIGN,4,03/17/2023 00:00,49.58,10518,United Kingdom
C544281,ST71585,LARGE POPCORN HOLDER,9,03/27/2023 00:00,39.37,10016,France
C544648,ST19570,CREAM CUPID HEARTS COAT HANGER,23,02/21/2023 00:00,38.22,10761,United Kingdom
C571053,ST82999,WHITE BUTTERFLY T-LIGHT HOLDER,65,09/21/2023 00:00,7.75,10136,EIRE
C555592,ST90822,HAND WARMER UNION JACK,6,12/31/2023 00:00,32.88,10248,Belgium
C541198,ST67106,BLUE CHERRY LIGHTS,72,01/24/2023 00:00,35.01,10111,United Kingdom
C545186,ST76764,POPPY'S PLAYHOUSE BEDROOM,10,09/02/2023 00:00,50.47,10297,United Kingdom
C536875,ST59725,AIRLINE BAG VINTAGE WORLD CHAMPION,11,03/19/2023 00:00,36.02,10086,Germany
C547946,ST22700,SET OF 4 PANTRY JELLY MOULDS,5,08/13/2023 00:00,52.01,10329,United Kingdom
C568693,ST85999,PINK CHERRY LIGHTS,9,06/02/2023 00:00,49.44,10238,United Kingdom
C555059,ST15496,CHOCOLATE HOT WATER BOTTLE,3,08/07/2023 00:00,52.48,10521,United Kingdom
C564580,ST55527,MASON JAR CANDLE HOLDER,10,04/18/2023 00:00,17.87,10834,United Kingdom
C544134,ST32193,LOVE BUILDING BLOCK WORD,8,03/26/2023 00:00,12.96,10292,United Kingdom
C576090,ST37111,GLASS STAR FROSTED T-LIGHT HOLDER,55,05/13/2023 00:00,8.49,10296,United Kingdom
C547430,ST80756,WHITE METAL LANTERN,1,09/18/2023 00:00,52.83,10566,United Kingdom
C536801,ST46941,SET OF 3 CAKE TINS PANTRY DESIGN,23,04/10/2023 00:00,20.86,10551,United Kingdom
C564316,ST24367,LUNCH BAG RED RETROSPOT,8,10/20/2023 00:00,16.82,10965,Portugal
C544225,ST27933,LUNCH BAG RED RETROSPOT,83,12/28/2023 00:00,15.09,10734,United Kingdom
C543997,ST52875,BLUE CHERRY LIGHTS,48,12/09/2023 00:00,40.24,10286,Portugal
C558341,ST19710,HOME BUILDING BLOCK WORD,12,09/17/2023 00:00,28.62,10161,United Kingdom
C556996,ST51618,CREAM CUPID HEARTS COAT HANGER,12,12/19/2023 00:00,43.86,10724,United Kingdom
C579692,ST42232,PACK OF 72 RETROSPOT CAKE CASES,11,10/13/2023 00:00,34.82,10195,United Kingdom
C561020,ST73505,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,10/28/2023 00:00,26.31,10141,United Kingdom
C568918,ST77673,LOVE BUILDING BLOCK WORD,11,04/06/2023 00:00,48.28,10834,United Kingdom
C536574,ST33345,PARTY BUNTING,9,04/20/2023 00:00,33.95,10878,United Kingdom
C581452,ST93586,BOX OF VINTAGE ALPHABET BLOCKS,11,08/03/2023 00:00,32.47,10040,United Kingdom
C571129,ST97552,POPPY'S PLAYHOUSE BEDROOM,49,09/05/2023 00:00,48.23,10358,United Kingdom
C577654,ST22652,SMALL POPCORN HOLDER,9,09/08/2023 00:00,26.89,10497,United Kingdom
C555191,ST65687,LARGE POPCORN HOLDER,61,02/27/2023 00:00,14.25,10225,United Kingdom
C566821,ST26784,CHOCOLATE HOT WATER BOTTLE,6,04/01/2023 00:00,38.59,10119,United Kingdom
C568423,ST45117,AIRLINE BAG VINTAGE JET SET,4,09/05/2023 00:00,2.42,10793,France
C563169,ST51630,KNITTED UNION FLAG HOT WATER BOTTLE,6,04/21/2023 00:00,15.02,10520,United Kingdom
C565328,ST38697,PARTY BUNTING,1,07/20/2023 00:00,15.38,10422,United Kingdom
C539355,ST31828,RECIPE BOX WITH METAL HEART,4,11/22/2023 00:00,31.85,10348,Channel Islands
C577343,ST26936,HAND WARMER UNION JACK,98,04/16/2023 00:00,33.92,10549,United Kingdom
C537670,ST53684,WHITE METAL LANTERN,31,10/04/2023 00:00,43.11,10620,United Kingdom
C572599,ST80185,RED WOOLLY HOTTIE WHITE HEART,9,06/30/2023 00:00,12.25,10935,Norway
C571472,ST31155,SMALL POPCORN HOLDER,49,03/22/2023 00:00,16.56,10204,United Kingdom
C558090,ST11787,LARGE POPCORN HOLDER,12,07/11/2023 00:00,14.32,10933,United Kingdom
C570873,ST47105,GLASS STAR FROSTED T-LIGHT HOLDER,8,01/11/2023 00:00,3.14,10037,United Kingdom
C551438,ST26206,PACK OF 72 RETROSPOT CAKE CASES,4,01/13/2023 00:00,2.68,10309,United Kingdom
C579309,ST21130,SMALL POPCORN HOLDER,12,07/13/2023 00:00,48.32,10833,United Kingdom
C569428,ST89281,LARGE POPCORN HOLDER,12,02/07/2023 00:00,45.81,10079,United Kingdom
C542627,ST50919,AIRLINE BAG VINTAGE WORLD CHAMPION,4,03/19/2023 00:00,45.87,10942,United Kingdom
C564227,ST36563,SET OF 4 PANTRY JELLY MOULDS,5,06/15/2023 00:00,15.69,10804,United Kingdom
C579359,ST39131,SKULL SHOULDER BAG,5,05/16/2023 00:00,24.11,10103,Channel Islands
C573130,ST42062,HOME BUILDING BLOCK WORD,12,07/28/2023 00:00,29.72,10991,France
C568938,ST69279,SMALL POPCORN HOLDER,89,01/09/2023 00:00,39.54,10392,United Kingdom
C537996,ST83813,SMALL POPCORN HOLDER,8,10/23/2023 00:00,20.88,10230,United Kingdom
C556721,ST22502,PINK CHERRY LIGHTS,11,11/26/2023 00:00,53.69,10112,United Kingdom
C549975,ST90804,SET OF 3 CAKE TINS PANTRY DESIGN,2,03/28/2023 00:00,8.5,10575,United Kingdom
C570666,ST43033,SKULL SHOULDER BAG,1,08/31/2023 00:00,42.41,10859,United Kingdom
C558507,ST63285,ASSORTED COLOUR BIRD ORNAMENT,12,06/09/2023 00:00,31.46,10422,United Kingdom
C553938,ST51027,IVORY KNITTED MUG COZY,8,01/03/2023 00:00,30.39,10893,Spain
C551814,ST20673,CHOCOLATE HOT WATER BOTTLE,8,11/30/2023 00:00,28.71,10983,United Kingdom
C564263,ST25922,RED WOOLLY HOTTIE WHITE HEART,1,02/23/2023 00:00,9.63,10944,United Kingdom
C565043,ST92072,HAND WARMER UNION JACK,7,04/12/2023 00:00,27.66,10171,United Kingdom
C568293,ST11213,HAND WARMER RED POLKA DOT,9,09/26/2023 00:00,23.49,10823,United Kingdom
C564904,ST52255,LOVE BUILDING BLOCK WORD,11,03/02/2023 00:00,15.53,10304,France
C573314,ST90478,POPPY'S PLAYHOUSE KITCHEN,9,07/10/2023 00:00,37.94,10630,Germany
C570403,ST53276,AIRLINE BAG VINTAGE JET SET,8,07/10/2023 00:00,12.25,10975,Germany
C547128,ST64565,MASON JAR CANDLE HOLDER,8,03/11/2023 00:00,1.38,10950,United Kingdom
C567199,ST34598,RED WOOLLY HOTTIE WHITE HEART,20,03/18/2023 00:00,17.74,10184,United Kingdom
C542515,ST71432,GLASS HANGING T-LIGHT HOLDER,2,12/22/2023 00:00,4.16,10205,United Kingdom
C540740,ST11851,BLUE CHERRY LIGHTS,4,03/22/2023 00:00,19.53,10609,United Kingdom
C554359,ST50075,LOVE BUILDING BLOCK WORD,74,04/09/2023 00:00,32.5,10951,United Kingdom
C562793,ST20154,BOX OF VINTAGE ALPHABET BLOCKS,11,11/16/2023 00:00,36.55,10377,Germany
C543113,ST26607,IVORY KNITTED MUG COZY,5,03/20/2023 00:00,31.37,10607,United Kingdom
C574855,ST90725,WHITE BUTTERFLY T-LIGHT HOLDER,10,09/25/2023 00:00,33.6,10817,United Kingdom
C550082,ST21971,POPPY'S PLAYHOUSE KITCHEN,4,08/31/2023 00:00,54.41,10685,United Kingdom
C545965,ST16840,ASSORTED COLOUR BIRD ORNAMENT,1,11/11/2023 00:00,18.36,10952,United Kingdom
C565180,ST25374,PARTY BUNTING,6,09/19/2023 00:00,17.23,10141,United Kingdom
C562136,ST50863,WHITE BUTTERFLY T-LIGHT HOLDER,12,10/14/2023 00:00,26.54,10247,Italy
C557138,ST31773,MASON JAR CANDLE HOLDER,10,09/25/2023 00:00,46.45,10859,France
C554566,ST42838,ASSORTED COLOUR BIRD ORNAMENT,91,11/21/2023 00:00,24.77,10969,Switzerland
C572927,ST57931,PARTY BUNTING,3,03/03/2023 00:00,2.22,10702,United Kingdom
C580276,ST35032,BLUE CHERRY LIGHTS,4,08/27/2023 00:00,34.26,10876,United Kingdom
C548096,ST10735,WHITE HANGING HEART T-LIGHT HOLDER,6,07/11/2023 00:00,29.33,10392,United Kingdom
C557890,ST11703,GLASS STAR FROSTED T-LIGHT HOLDER,52,06/08/2023 00:00,28.08,10601,United Kingdom
C538562,ST43166,HOME BUILDING BLOCK WORD,7,05/20/2023 00:00,3.23,10622,EIRE
C540115,ST92868,SKULL SHOULDER BAG,80,11/17/2023 00:00,54.85,10281,United Kingdom
C547753,ST23616,LUNCH BAG SUKI DESIGN,11,09/09/2023 00:00,41.49,10466,United Kingdom
C538254,ST33187,SAVE THE WHALE COTTON BAG,39,07/09/2023 00:00,39.06,10040,United Kingdom
C541792,ST93555,LARGE POPCORN HOLDER,35,03/09/2023 00:00,3.88,10892,United Kingdom
C556958,ST35451,GLASS STAR FROSTED T-LIGHT HOLDER,55,02/01/2023 00:00,54.1,10728,Germany
C537457,ST32179,PINK CHERRY LIGHTS,60,11/11/2023 00:00,49.46,10671,United Kingdom
C560367,ST97519,MASON JAR CANDLE HOLDER,11,10/28/2023 00:00,22.68,10928,United Kingdom
C540621,ST44948,FELTCRAFT PRINCESS CHARLOTTE DOLL,84,02/01/2023 00:00,8.84,10686,United Kingdom
C565423,ST63641,CREAM CUPID HEARTS COAT HANGER,4,03/30/2023 00:00,38.14,10086,United Kingdom
C536576,ST71112,RECIPE BOX WITH METAL HEART,6,11/22/2023 00:00,7.22,10178,France
C542007,ST21870,SKULL SHOULDER BAG,31,12/23/2023 00:00,7.15,10582,Spain
C548532,ST11368,CHOCOLATE HOT WATER BOTTLE,1,02/14/2023 00:00,42.37,10187,Switzerland
C560910,ST50341,LUNCH BAG PINK POLKADOT,12,11/23/2023 00:00,51.93,10223,France
C578459,ST16990,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,12/15/2023 00:00,8.04,10858,United Kingdom
C555178,ST39617,POPPY'S PLAYHOUSE BEDROOM,10,12/28/2023 00:00,17.94,10389,United Kingdom
C554243,ST67619,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,04/07/2023 00:00,14.89,10856,United Kingdom
C568470,ST78556,BLUE CHERRY LIGHTS,6,02/17/2023 00:00,42.67,10271,United Kingdom
C581390,ST80510,POPPY'S PLAYHOUSE KITCHEN,10,11/20/2023 00:00,21.73,10461,EIRE
C564798,ST37190,BLUE CHERRY LIGHTS,11,04/18/2023 00:00,43.97,10583,United Kingdom
C569379,ST37619,VINTAGE PAISLEY STATIONERY SET,54,12/25/2023 00:00,5.76,10351,Netherlands
C567015,ST92721,BOX OF VINTAGE ALPHABET BLOCKS,2,04/22/2023 00:00,28.85,10265,United Kingdom
C545527,ST96285,LUNCH BAG PINK POLKADOT,6,09/01/2023 00:00,31.38,10191,United Kingdom
C557491,ST72324,GLASS STAR FROSTED T-LIGHT HOLDER,1,01/18/2023 00:00,9.45,10603,United Kingdom
C578824,ST71189,GLASS STAR FROSTED T-LIGHT HOLDER,6,06/22/2023 00:00,17.43,10343,Spain
C537790,ST67012,LUNCH BAG RED RETROSPOT,78,04/06/2023 00:00,32.99,10560,United Kingdom
C567401,ST73249,BOX OF VINTAGE JIGSAW BLOCKS,6,07/24/2023 00:00,33.39,10749,United Kingdom
C556037,ST76448,CREAM CUPID HEARTS COAT HANGER,49,07/25/2023 00:00,42.18,10695,United Kingdom
C564276,ST31499,HOME BUILDING BLOCK WORD,71,08/04/2023 00:00,32.97,10111,United Kingdom
C556063,ST84447,AIRLINE BAG VINTAGE JET SET,87,03/27/2023 00:00,11.6,10525,United Kingdom
C544877,ST50537,PINK CHERRY LIGHTS,1,03/13/2023 00:00,53.39,10770,Germany
C559047,ST29331,LUNCH BAG PINK POLKADOT,8,03/14/2023 00:00,0.9,10812,United Kingdom
C556109,ST67219,RECIPE BOX WITH METAL HEART,4,03/30/2023 00:00,47.3,10206,United Kingdom
C546466,ST30883,VINTAGE PAISLEY STATIONERY SET,67,05/06/2023 00:00,1.12,10093,United Kingdom
C567219,ST71906,VINTAGE PAISLEY STATIONERY SET,12,02/21/2023 00:00,12.36,10353,United Kingdom
C566739,ST51727,BOX OF VINTAGE JIGSAW BLOCKS,2,07/12/2023 00:00,21.84,10685,Germany
C562571,ST80007,CHOCOLATE HOT WATER BOTTLE,74,03/10/2023 00:00,33.17,10782,United Kingdom
C568366,ST40822,AIRLINE BAG VINTAGE WORLD CHAMPION,10,06/27/2023 00:00,10.5,10074,United Kingdom
C558637,ST62190,SET OF 4 PANTRY JELLY MOULDS,98,07/05/2023 00:00,33.3,10378,United Kingdom
C578673,ST49575,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,02/09/2023 00:00,3.25,10937,Switzerland
C558620,ST50775,WHITE BUTTERFLY T-LIGHT HOLDER,7,02/17/2023 00:00,9.01,10446,Germany
C567865,ST62194,CREAM CUPID HEARTS COAT HANGER,7,12/12/2023 00:00,10.57,10397,United Kingdom
C543340,ST23291,LUNCH BAG PINK POLKADOT,64,09/22/2023 00:00,38.0,10699,United Kingdom
C537166,ST99954,POPPY'S PLAYHOUSE KITCHEN,10,07/27/2023 00:00,28.3,10672,United Kingdom
C568224,ST43901,SMALL POPCORN HOLDER,1,01/06/2023 00:00,17.25,10466,Germany
C543964,ST72068,AIRLINE BAG VINTAGE JET SET,77,11/21/2023 00:00,28.04,10760,United Kingdom
C571428,ST79692,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,3,06/21/2023 00:00,53.96,10730,United Kingdom
C580583,ST87352,SET 7 BABUSHKA NESTING BOXES,6,07/16/2023 00:00,52.2,10778,United Kingdom
C570109,ST70917,SAVE THE WHALE COTTON BAG,8,04/12/2023 00:00,24.4,10265,United Kingdom
C544330,ST99966,SET OF 3 CAKE TINS PANTRY DESIGN,1,01/21/2023 00:00,49.0,10289,United Kingdom
C564263,ST33426,PINK CHERRY LIGHTS,1,05/10/2023 00:00,30.24,10379,Germany
C563697,ST88089,WHITE METAL LANTERN,5,07/02/2023 00:00,35.29,10301,United Kingdom
C538764,ST80121,GLASS HANGING T-LIGHT HOLDER,4,07/02/2023 00:00,10.34,10115,United Kingdom
C545844,ST70035,PACK OF 72 RETROSPOT CAKE CASES,5,03/06/2023 00:00,19.55,10097,United Kingdom
C552362,ST58863,MASON JAR CANDLE HOLDER,1,11/13/2023 00:00,4.99,10706,Portugal
C576299,ST20323,PACK OF 72 RETROSPOT CAKE CASES,32,03/17/2023 00:00,21.53,10040,United Kingdom
C556155,ST43666,PARTY BUNTING,3,11/23/2023 00:00,52.31,10346,Germany
C541560,ST49741,PARTY BUNTING,44,12/01/2023 00:00,31.76,10739,United Kingdom
C571699,ST71986,BOX OF VINTAGE JIGSAW BLOCKS,1,09/21/2023 00:00,21.11,10631,United Kingdom
C554373,ST62254,POPPY'S PLAYHOUSE BEDROOM,11,08/12/2023 00:00,3.33,10221,United Kingdom
C580812,ST64306,LOVE BUILDING BLOCK WORD,7,04/03/2023 00:00,12.07,10932,United Kingdom
C554372,ST39009,HOME BUILDING BLOCK WORD,11,03/08/2023 00:00,18.08,10673,United Kingdom
C557638,ST89864,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,01/10/2023 00:00,40.28,10231,Germany
C574894,ST72338,LARGE POPCORN HOLDER,6,08/24/2023 00:00,30.17,10847,United Kingdom
C537188,ST29893,PINK CHERRY LIGHTS,6,10/13/2023 00:00,45.4,10953,United Kingdom
C550169,ST62813,GLASS HANGING T-LIGHT HOLDER,11,09/13/2023 00:00,21.97,10474,United Kingdom
C573806,ST20891,SET 7 BABUSHKA NESTING BOXES,9,12/05/2023 00:00,54.18,10034,Portugal
C560560,ST71260,RECIPE BOX WITH METAL HEART,6,09/29/2023 00:00,25.3,10213,France
C577316,ST64446,AIRLINE BAG VINTAGE WORLD CHAMPION,6,03/21/2023 00:00,31.44,10031,United Kingdom
C554969,ST80463,VINTAGE PAISLEY STATIONERY SET,4,01/12/2023 00:00,21.17,10784,Italy
C576153,ST24500,HAND WARMER UNION JACK,4,07/13/2023 00:00,12.29,10135,United Kingdom
C548071,ST82098,POPPY'S PLAYHOUSE KITCHEN,12,05/29/2023 00:00,53.86,10585,United Kingdom
C550635,ST57602,LARGE POPCORN HOLDER,55,06/30/2023 00:00,18.15,10419,Germany
C579896,ST79796,PACK OF 72 RETROSPOT CAKE CASES,6,02/24/2023 00:00,28.05,10646,France
C562839,ST68911,SET OF 3 CAKE TINS PANTRY DESIGN,5,04/26/2023 00:00,45.59,10402,United Kingdom
C562582,ST96008,LOVE BUILDING BLOCK WORD,6,04/01/2023 00:00,42.16,10161,United Kingdom
C542808,ST63778,WHITE BUTTERFLY T-LIGHT HOLDER,7,12/16/2023 00:00,53.61,10177,United Kingdom
C538268,ST20552,SAVE THE WHALE COTTON BAG,10,11/22/2023 00:00,34.42,10194,Belgium
C563154,ST91984,WHITE METAL LANTERN,4,10/20/2023 00:00,9.86,10614,United Kingdom
C542326,ST95736,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,10,12/17/2023 00:00,48.69,10484,United Kingdom
C569875,ST41367,FELTCRAFT PRINCESS CHARLOTTE DOLL,40,10/10/2023 00:00,25.64,10399,United Kingdom
C549458,ST37132,CHOCOLATE HOT WATER BOTTLE,2,08/30/2023 00:00,49.28,10180,United Kingdom
C566458,ST33183,BOX OF VINTAGE JIGSAW BLOCKS,8,08/25/2023 00:00,54.44,10592,United Kingdom
C569147,ST30875,HAND WARMER UNION JACK,62,08/25/2023 00:00,48.07,10997,Switzerland
C540942,ST78126,WHITE HANGING HEART T-LIGHT HOLDER,11,08/25/2023 00:00,37.5,10251,United Kingdom
C540976,ST89557,LARGE POPCORN HOLDER,88,07/17/2023 00:00,7.4,10482,United Kingdom
C537919,ST62218,LUNCH BAG RED RETROSPOT,12,10/01/2023 00:00,4.09,10663,United Kingdom
C560179,ST67677,SMALL POPCORN HOLDER,9,01/21/2023 00:00,34.92,10849,Spain
C543156,ST24651,ASSORTED COLOUR BIRD ORNAMENT,94,03/05/2023 00:00,41.66,10439,United Kingdom
C560381,ST73254,LARGE POPCORN HOLDER,3,03/28/2023 00:00,50.29,10740,United Kingdom
C542730,ST74431,PINK CHERRY LIGHTS,2,05/16/2023 00:00,25.66,10216,France
C553404,ST69031,PINK CHERRY LIGHTS,8,05/06/2023 00:00,18.76,10771,EIRE
C573604,ST47805,HOME BUILDING BLOCK WORD,3,05/13/2023 00:00,8.87,10717,EIRE
C560669,ST30749,SKULL SHOULDER BAG,5,04/24/2023 00:00,17.46,10027,Netherlands
C556336,ST26849,LUNCH BAG SUKI DESIGN,11,11/21/2023 00:00,16.82,10582,United Kingdom
C555523,ST37742,WHITE BUTTERFLY T-LIGHT HOLDER,4,11/08/2023 00:00,2.37,10151,Germany
C546088,ST77740,AIRLINE BAG VINTAGE WORLD CHAMPION,6,06/05/2023 00:00,39.9,10598,United Kingdom
C576896,ST75679,POPPY'S PLAYHOUSE KITCHEN,39,09/02/2023 00:00,32.64,10416,EIRE
C560899,ST78843,WHITE BUTTERFLY T-LIGHT HOLDER,82,09/25/2023 00:00,35.96,10322,Germany
C568084,ST50541,WHITE BUTTERFLY T-LIGHT HOLDER,2,03/31/2023 00:00,19.39,10494,Germany
C546201,ST95196,HOME BUILDING BLOCK WORD,12,04/25/2023 00:00,43.59,10212,United Kingdom
